Plazo_Renovado,FLAG_VENTA,Nro_Entidades,Dif_Entidades,Meses_oferta,EDAD,Flag_LimProv,Uso_Linea_LOG,Uso_TrimLinea_LOG,Saldo_Consumo_LOG,SUELDO_ESTIMADO_LOG,ANTIGUEDAD_MES_LOG,Linea_Renovado_LOG,Ahorro_LOG,Prestamo_vigente_LOG,Promed_6Mdeuda_LOG,Deuda_Cubierta_LOG,REGION_CALLAO,REGION_CENTRO,REGION_LIMA BALNEARIO,REGION_LIMA CENTRO,REGION_LIMA ESTE,REGION_LIMA MODERNA,REGION_LIMA NORTE,REGION_LIMA PROVINCIA,REGION_LIMA SUR,REGION_NORTE,REGION_OESTE,REGION_ORIENTE,REGION_SIERRA CENTRAL,REGION_SUR,SEXO_F,SEXO_M,EST_CIVIL_C,EST_CIVIL_D,EST_CIVIL_S,EST_CIVIL_U,EST_CIVIL_V,EST_CIVIL_X,EST_CIVIL_Y,Cluster
48,0,3,0,21.0,42.0,1,0.017846794332587693,0.019328004876854984,10.757612838634063,9.82086652384779,4.875197323201151,11.487617913343598,6.983789965258135,10.603858578185394,11.625675113918032,0.3933257230231344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,3,1,18.0,64.0,1,0.2828740323294036,0.0,9.448136054622706,7.789429721057541,3.6109179126442243,9.71571114505921,6.480044561926653,9.071308163280625,6.693736635032046,0.568274195506064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,-1,11.0,61.0,1,0.111603090180885,0.0,10.963140000687398,8.023552392404348,5.442417710521793,11.418625774449598,10.094438436028137,10.892582549964887,8.95875447819471,0.4911136123640668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,-1,15.0,42.0,0,0.14417155255336045,0.19286755913469666,7.1049654482698426,7.385851078125209,4.3694478524670215,9.1649245084457,2.0794415416798357,7.479299637782834,5.470869128941137,0.11988482534816614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
45,0,3,-1,15.0,35.0,1,0.0,0.0,9.592328028886225,9.010058489805235,4.248495242049359,10.348205424565993,7.042286171939743,9.601909374892236,9.520884113815576,0.38497732614712427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,5,-2,9.0,34.0,1,0.0,0.0,11.582561316367952,9.772182251758139,4.795790545596741,10.354435775246705,7.855932199718614,9.497247143960212,8.011133967961788,1.4849851837427817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,2,0,21.0,55.0,0,0.20375683751401966,0.0,9.007146495969593,8.642238680390461,5.10594547390058,9.816348894719365,2.8903717578961645,8.421783006611578,4.967495796795267,0.3682352651902575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
36,0,2,0,21.0,45.0,1,0.07686171266900217,0.21022890348443776,9.258739030946026,8.227375506834035,5.332718793265369,9.87822102528824,5.541263545158426,9.115150184972434,9.6614159913364,0.43061225153008625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,21.0,56.0,0,0.17876774949464863,0.0,9.579157401533699,9.229260256828693,5.442417710521793,9.472781556562168,0.0,8.666647144584575,11.552203868767064,0.7477537300508171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
36,0,5,-1,21.0,40.0,0,0.10544681193419553,0.0,8.16832483944786,7.787742957191998,3.8066624897703196,9.719624808723344,0.0,7.639642287858013,0.0,0.19220917941037527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,0,3,-1,15.0,45.0,0,0.041715675068808564,0.0,10.179818064120344,8.51398806046729,4.6913478822291435,10.465984899076615,6.0867747269123065,9.852036350945049,10.853864041405789,0.560261293837367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
9,0,0,1,21.0,49.0,1,0.0,0.0,9.032307007698005,7.065613363597717,4.48863636973214,7.8636512654486515,0.0,0.0,10.636123839795891,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,1,0,18.0,41.0,0,0.0,0.0,9.687267478544646,7.890283088629444,3.258096538021482,10.493383103285598,0.0,9.719564714375199,3.367295829986474,0.3691980020930363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
24,0,4,-2,15.999420658677426,51.0,1,0.03062425386380557,0.0,10.034653086222153,9.1689974084418,5.429345628954441,9.472781556562168,9.434763104788773,8.99528899055931,10.657627914515485,1.0130580313819333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,-1,6.0,45.0,0,0.0,0.0,8.932191381625243,8.218247926685745,5.204006687076795,9.472781556562168,7.277938572945661,8.937612591306213,10.259167001133758,0.45892498708870705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
12,0,0,1,20.0,64.0,1,0.08198168295542548,0.153765535257077,9.032307007698005,7.834843507515629,5.3981627015177525,9.249657234353133,3.044522437723423,0.0,4.442651256490317,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
36,0,1,0,20.0,39.0,1,0.0,0.0,8.877800393882575,7.712935663217859,3.8501476017100584,9.54043517305957,0.0,8.912473274466036,0.0,0.4157163837719099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15,0,1,0,21.0,35.0,1,0.06805856849514175,0.09861561990396031,6.202636726640971,9.265491216441031,4.709530201312334,9.735128070758227,10.082595618260582,0.0,12.472593643413946,0.028756538766672467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36,0,1,0,21.0,30.0,1,0.2513373213626747,0.22527795294523018,8.27908573727403,7.919719760924575,4.276666119016055,9.472781556562168,6.937314081223682,8.296795865770052,7.318760567244922,0.2647038332332414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,19.0,44.0,0,0.3933432679009078,0.3933432679009078,9.74147026190242,6.234900801689954,3.258096538021482,10.119203588021541,0.0,9.473319831787592,9.451873788401983,0.522002924356116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
24,0,3,-2,21.0,29.0,0,0.0,0.0,8.408025437415457,7.634095426897846,4.304065093204169,8.962007209588313,0.0,8.000684784514748,0.0,0.4540025419312742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36,0,2,-1,6.0,48.0,0,0.15480532563972332,0.012531734136421838,9.65781844511759,6.621405651764134,4.77912349311153,9.18512512283512,2.4849066497880004,9.697508347391498,8.400472091556392,0.9571908033463257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,2,0,11.0,27.0,1,0.03175251080731274,0.03852046803888791,9.688868811552842,8.301769763117166,4.553876891600541,10.205109511721595,7.199678345691172,9.683027896351076,7.974131295178875,0.46796655581981017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,0,21.0,55.0,0,0.0,0.0,7.1518380663100025,7.751045117971802,3.784189633918261,8.268988209506656,5.655991810819852,7.1731917424865985,9.898248854487926,0.28294939096116767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
48,0,2,1,15.0,34.0,0,0.18767055867513166,0.5446309308103061,9.929858268518196,8.482808764554406,4.653960350157523,10.165890277802454,7.929486523314289,9.617870014133226,9.495005397966985,0.582074269080991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,2,0,13.651953549291845,49.0,0,0.034864121589915614,0.03885718554666548,8.749943252107547,8.106592920901607,5.3981627015177525,10.165890277802454,5.303304908059076,8.30943074214033,7.348694774855007,0.21725907167440445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
24,0,4,-1,12.0,35.0,1,0.2333370209235864,0.0,8.81400793379491,9.552297538827965,4.787491742782046,10.807725945886109,6.920671504248683,9.032289682032873,10.27945518985527,0.12766295699015545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,11.0,44.0,0,0.0,0.0,8.907001705541678,7.822645029940664,3.258096538021482,9.472781556562168,7.566311014772463,8.922924930641832,9.677527538712344,0.4497263017972646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
36,0,2,0,21.0,47.0,1,0.015044265403838441,0.0,7.518368317488464,8.604837701268284,5.0238805208462765,9.65509029374725,9.575538886855792,7.448333860897476,10.474047990686724,0.11152706336037499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,0,2,-1,6.0,34.0,1,0.13876144204157517,0.0,8.9306793778268,7.707512194600341,5.181783550292085,8.910450756416656,5.288267030694535,8.532869670801245,6.922479674052058,0.7033153094755716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,0,1,0,20.0,52.0,0,0.0,0.0,7.438848127984322,8.376090350438238,5.351858133476067,9.699901500437448,4.477336814478207,7.635786861395585,7.734923315547358,0.0991075062799747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,3,-1,15.0,52.0,1,0.04448280556725591,0.1102229747195163,9.705305480103533,7.496097345175956,5.099866427824199,10.165890277802454,6.778784897685177,9.294221855956884,7.414572881350589,0.48913200968073506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
48,0,5,0,6.0,50.0,1,0.10061879143124278,0.20731818820657075,9.782567727295312,9.307194813340065,4.51085950651685,9.942756341456828,9.089753408987065,9.433243894485784,9.594036921611199,0.61625263721279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
24,0,1,0,15.34612854343634,41.0,0,0.18224924295567405,0.14653805786810517,10.34279289932926,9.09268232850795,3.367295829986474,10.859018228147887,8.956093075610639,10.364292755677457,9.999895614447277,0.4679772024291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
36,0,3,0,21.0,62.0,0,0.6319422966740339,0.0,10.322982776656552,7.621136366372892,5.017279836814924,10.180778321920783,0.0,9.496346040047019,0.0,0.7667786106140866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,21.0,38.0,1,0.1287970001554749,0.20932021266915107,8.651493288511759,7.721791776817535,4.07753744390572,9.472781556562168,6.56244409369372,8.651549243915316,9.61499403962223,0.3645188003057778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,2,0,11.0,38.0,0,0.36703746705671836,0.2591321236464328,10.76404419691228,6.621405651764134,5.10594547390058,11.082157933374816,9.369393301830783,10.565995096963961,9.712821275408285,0.5466839596900077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,1,0,9.0,33.0,1,0.0,0.0,9.585432866788398,7.896984156172195,5.087596335232384,11.082157933374816,9.721005982940808,9.65598726971718,12.8234028301946,0.20200162756078183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
24,0,2,0,21.0,66.0,1,0.13913845727648486,0.10962818929782345,8.468009249726613,7.200939685789514,5.123963979403259,10.16542865055825,3.7376696182833684,8.167919362957816,4.633109551435842,0.1681583977618643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,21.0,62.0,0,0.16744937275684463,0.19822666301928415,8.024263148931386,7.7651449029361315,5.560681631015528,9.437157168656688,5.82600010738045,8.09559870137819,6.543432113245455,0.21783106501433078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
36,0,2,-1,15.354654270334057,39.0,1,0.05995145411341903,0.0,9.170318057626492,8.553525120663627,3.4657359027997265,9.87822102528824,6.553933404025811,9.392161803728454,7.7439921917210235,0.4005530637471437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,3,-2,6.0,46.0,0,0.16405150450452083,0.0,9.373972531603298,7.978722266829922,3.4657359027997265,9.472781556562168,5.53338948872752,8.952864141581468,6.060290738037835,0.6449585354416493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
36,0,2,0,20.0,31.0,1,0.023960637444843405,0.0,8.2030001207793,7.228388451573604,3.6109179126442243,8.837971491357209,7.145196134997171,8.186742787113518,9.27311170724771,0.4251906082471148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,0,0,0,20.0,60.0,0,0.19087166485534102,0.1782787257504263,9.032307007698005,9.189831495344642,5.41610040220442,11.264476926102367,6.115892125483034,10.66578759178439,11.138510764601957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,21.0,42.0,1,0.002552738987583178,0.014526970754579255,9.350926322589372,8.874028122556336,4.672828834461906,10.639287051551051,8.087640287778983,9.365205082537098,8.169289193738198,0.24349896697121717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,4,-1,21.0,54.0,0,0.0,0.0,8.936215319767042,7.142036574706803,5.303304908059076,8.006700845440367,0.0,6.635946555686647,0.0,1.2623709493814788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
36,0,2,0,15.0,38.0,0,0.5556743162453766,0.6005213446785438,10.363626119168256,7.1785454837637,5.170483995038151,10.50284589546367,5.58724865840025,9.641083287268616,5.556828061699537,0.6259560777696113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
48,0,1,2,20.0,60.0,1,0.1659707058800916,0.06261405982410981,11.788459244819682,9.566615235893575,5.356586274672012,11.264476926102367,9.085797036901582,11.79116307859401,9.804881948782006,0.9890764015998028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
36,0,3,-2,20.0,47.0,1,0.008781331007338876,0.007758822340732773,9.668186016543308,7.86179641286247,2.995732273553991,10.346119984985732,0.0,9.660778845727078,9.106534203250593,0.41055082058800424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
24,0,2,0,6.0,60.0,1,0.0,0.0,7.848582513701196,8.173011311724972,5.241747015059643,8.268988209506656,9.36383369293329,7.6838639802564295,10.628726731851314,0.5048228430740132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,0,0,1,11.0,39.0,0,0.11961530334983088,0.17818182393834192,9.032307007698005,7.994632311431825,4.820281565605037,8.268988209506656,6.261491684321042,7.495541943884256,7.3426713084320046,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
60,0,1,0,8.99772318231438,66.0,0,0.0,0.0,10.777726784357776,10.011085563134147,5.455321115357702,11.264476926102367,10.658341122532052,10.78039275767599,12.687936393755422,0.47909653816230574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,3,1,21.0,62.0,1,0.10258366377082324,0.0,7.992302449325413,7.839616164447152,5.459585514144159,9.75794141390479,9.625359692889159,7.427738840532894,10.1251099474784,0.15788284946691344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,-1,21.0,30.0,0,0.22593570609789626,0.10961397808674661,9.495447131153583,8.152198015861787,4.276666119016055,10.060534035475412,5.713732805509369,9.402282172147128,8.994544758324512,0.4499871290803842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,21.0,46.0,0,0.0,0.0,8.440433090090353,7.631067873873809,4.406719247264253,10.006314862335598,7.98514393119862,8.539932678385727,9.149988629556029,0.18968438453052172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
36,1,3,0,6.0,66.0,1,0.13407974225338082,0.0,9.780284354301704,6.030685260261263,4.060443010546419,9.116139576577355,0.0,8.59637398929068,0.0,1.079405683715319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,15.0,64.0,1,0.0,0.0,8.539858384325894,7.523481312573497,4.875197323201151,8.45126704130007,3.6888794541139363,7.90100705199242,9.264102283170395,0.7384312054000897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,3,0,17.078814928116763,39.0,1,0.370292404032904,0.5380091801587632,11.293636475279209,7.67368812926773,5.135798437050262,11.21318430646977,7.324489979348532,10.581114921438036,8.840604311225773,0.734183552099805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
12,0,3,1,6.0,36.0,1,0.4034544213650487,0.0,10.415489284415754,8.669055540725484,4.465908118654584,8.423102268016642,7.951207156472972,0.0,10.152792555996795,2.12039272785449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
18,0,1,-1,20.0,39.0,0,0.2554275846669191,0.010794398557389236,8.386779220294303,7.845416036592485,4.605170185988092,9.472781556562168,7.111512116496157,8.408939605975984,8.551497995108228,0.29081117171039356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
18,0,1,-1,21.0,53.0,0,0.0,0.0,8.336627691850856,7.917171988845776,5.081404364984463,9.472781556562168,7.470224135899966,8.427487278331744,10.38840545065831,0.2783882685376307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,0,2,0,11.0,39.0,1,0.2954203049531522,0.0,11.152532331409509,9.324650718153594,4.672828834461906,11.289794413577894,7.618742377670413,11.026027933981522,11.06035826704057,0.6268684795205565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,2,0,6.0,63.0,1,0.0,0.0,0.0,7.916555909895278,5.575949103146316,11.082157933374816,2.8903717578961645,0.0,11.527973342613125,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,0,1,0,11.0,65.0,1,0.0,0.0,9.257181972260826,6.716594773520978,4.204692619390966,9.87822102528824,8.4767877767812,9.310095205113175,9.305998975619326,0.43006796057265534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,3,-1,21.0,40.0,0,0.03661732728316642,0.0,7.872268394821427,6.621405651764134,5.093750200806762,9.116139576577355,4.143134726391533,7.738923757439457,7.207736406773991,0.2532358034790496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,6.0,47.0,1,0.0,0.0,7.4119187598745775,7.5595594960077,4.110873864173311,7.95892649305011,3.6375861597263857,7.4318919168078,9.971706791513272,0.45649466772075636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,20.0,59.0,0,0.0,0.0,7.834649593640483,8.442685139241176,5.605802066295998,10.389026137075234,6.74993119378857,8.04012466444838,7.756195343948118,0.07484027538281986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
36,0,3,-3,13.429807311556786,50.0,1,0.1329597292561513,0.13976194237515868,9.519991840231945,7.689842392338564,3.4657359027997265,9.87822102528824,4.382026634673881,9.367429587218957,5.339139359468292,0.5299792169556826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,0,15.0,57.0,1,0.14609056554869324,0.13372315484050004,8.466423970204662,8.016977746762262,4.430816798843313,9.064852065227576,8.540714386457584,8.472405008626103,10.006916203193837,0.43801103022205345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,0,1,-1,15.0,31.0,0,0.09414416196466054,0.07627442123561977,8.722835688781164,8.494333897270154,4.07753744390572,9.472781556562168,7.944846711001996,8.738254576526122,9.669504212418282,0.38686044296869915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
36,0,0,0,15.0,38.0,0,0.240928281753701,0.11473226099700051,9.032307007698005,6.102558594613569,4.74493212836325,10.571342565808699,6.893656354602635,9.995565240737037,7.857287344636094,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,3,0,21.0,34.0,0,0.0,0.0,8.491762556554415,7.679713639966372,4.418840607796598,8.749256840105007,6.401917196727186,7.204892510204673,9.744823927088133,0.572644825904799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,0,11.0,47.0,0,0.08150625155513831,0.0,9.724359690465729,7.429520842786462,5.583496308781699,10.165890277802454,10.140257836764995,9.607033787697222,10.136310771146738,0.49654635858245316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
36,0,1,0,21.0,43.0,0,0.00438264755524514,0.21775873553645406,5.18475665432487,8.855092980028635,5.220355825078325,8.77971129020447,9.527848201325206,5.746203190540153,11.419284890598735,0.026945682277668706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
36,0,3,0,21.0,53.0,1,0.0,0.062247774379526444,9.079363428252952,9.044521887281242,5.68697535633982,9.65509029374725,8.301273485191347,8.883224230278994,9.299342820716243,0.44613797150892687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36,0,2,0,21.0,27.0,1,0.06509274252851958,0.0,7.469756790243759,7.596392304064196,4.61512051684126,8.268988209506656,5.62040086571715,6.230481447578482,9.249000030652446,0.37124143559161793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,0,1,0,21.0,54.0,0,0.0,0.023591518804164942,8.005724027289228,8.700847193443972,5.3981627015177525,9.472781556562168,0.0,8.176672771948455,11.334215378918154,0.2074555353826565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,0,4,0,18.0,36.0,1,0.08198727731034901,0.17009376783407798,8.780271047370597,9.19136140537838,3.4965075614664802,9.477768715400696,7.138866999945524,7.102499355774649,9.119101891541911,0.403991356002151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36,0,2,1,20.0,43.0,1,0.3556927617556888,0.0,8.9613198820343,7.611842399580417,5.521460917862246,8.294299608857235,0.0,7.385851078125209,0.0,1.0813508298665842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,3,0,19.0,65.0,0,0.0,0.0,8.379079889286603,8.144388865547622,5.231108616854587,10.165890277802454,1.0986122886681096,0.0,1.6094379124341003,0.15483130529204478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
48,0,1,0,20.0,38.0,0,0.04115399686115963,0.20134919448326918,10.799677816764069,9.09873819539488,4.770684624465665,11.418625774449598,7.358193752733032,10.799677612703281,10.943614076235182,0.43081116569343053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
36,0,4,0,18.0,38.0,0,0.357089657932995,0.5601870533037148,9.099910361449233,7.014814351275545,5.4116460518550396,9.249657234353133,0.0,8.678971846978863,6.959398512133975,0.621066690136918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
36,0,3,0,18.0,61.0,1,0.45348672305103066,0.0,9.123491890809218,8.163371316459912,5.308267697401205,9.65509029374725,0.0,7.796880342783522,10.192612333907737,0.4622473771404497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,2,10.0,28.0,1,0.5238826091155,0.45243902071623887,8.777637151740908,7.634264699148483,3.4965075614664802,9.249657234353133,0.0,8.624072553043334,6.102558594613569,0.4847099591171662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,3,0,21.0,44.0,1,0.07732949176837532,0.12874495589056223,9.656201784011216,9.320718279445792,4.454347296253507,10.389026137075234,10.788225695897177,9.579210649614792,12.497578647311089,0.39240215807806633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
24,0,2,1,18.753680969797173,35.0,1,0.042597697026977535,0.04542259550782277,6.559926803682334,7.362645270417825,4.74493212836325,9.049702026013371,0.0,0.0,0.0,0.07956874921912466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
36,0,2,0,15.0,45.0,1,0.0,0.0,9.955189188540892,8.87640491500694,5.278114659230518,10.509468798708518,6.698268054115413,9.931394505789136,10.934237282993912,0.45392124824381136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,3,0,21.0,34.0,1,0.10646680349571448,0.0,7.616367260687069,8.160803920954665,4.969813299576001,9.568084743872936,6.2422232654551655,5.973809611869261,10.274205924314458,0.1327539655063573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,0,1,0,20.0,61.0,0,0.12121318515709653,0.16137619241249793,9.16843028569874,8.371010681238156,5.476463551931511,9.942756341456828,6.769641976852503,9.200693994924377,8.198501932090112,0.37911291918246964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,0,0,1,18.0,47.0,1,0.21115225125831397,0.16402429391250192,9.032307007698005,8.40827078419205,4.890349128221754,8.268988209506656,6.894670039433482,0.0,8.033712486107106,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
36,0,1,0,11.0,38.0,0,0.0,0.0,7.79357443216104,7.711548979629146,4.143134726391533,8.945202263959297,2.3978952727983707,7.85979918056211,6.023043959453876,0.2746211487169161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
48,1,1,0,15.841488462752706,48.0,0,0.5080216964332565,0.5259112611840315,6.497001208940362,8.7558950816463,5.384495062789089,10.807725945886109,7.2254814727822945,10.245089466977339,10.65559522584102,0.013313974386847699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
24,0,1,0,17.0,47.0,0,0.11973788096095164,0.05956355286249928,8.628584286521413,8.335911094196945,4.653960350157523,9.942756341456828,7.601901959875166,9.630431332279667,9.162182507827954,0.23796201356423835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
36,0,1,0,15.0,40.0,1,0.0,0.0,9.448872903190328,7.961370201719511,5.389071729816501,10.057752511547557,4.955827057601261,9.448884719866415,9.169084255426094,0.43433759074388406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
